url,error,error_details,thread_id
https://www.uidaho.edu/sci/physics/people/faculty/machleid,Failed to fetch URL,"{'exception_type': 'HTTPError', 'message': '404 Client Error: Not Found for url: https://www.uidaho.edu/sci/physics/people/faculty/machleid', 'status_code': 404, 'traceback': 'Traceback (most recent call last):\n  File ""/Users/colesummers/Documents/GitHub/profile-extractor/src/nodes.py"", line 88, in fetch_html\n    response.raise_for_status()  # Raise HTTPError for bad responses (4xx or 5xx)\n  File ""/Users/colesummers/Documents/GitHub/profile-extractor/.venv/lib/python3.9/site-packages/requests/models.py"", line 1024, in raise_for_status\n    raise HTTPError(http_error_msg, response=self)\nrequests.exceptions.HTTPError: 404 Client Error: Not Found for url: https://www.uidaho.edu/sci/physics/people/faculty/machleid\n'}",profile-thread-bf82e4e1-69c2-4b0d-9e7c-b557af129e5c
https://www.uidaho.edu/extension/our-people/f-h/stephanie-hamblin,Failed to fetch URL,"{'exception_type': 'HTTPError', 'message': '404 Client Error: Not Found for url: https://www.uidaho.edu/extension/our-people/f-h/stephanie-hamblin', 'status_code': 404, 'traceback': 'Traceback (most recent call last):\n  File ""/Users/colesummers/Documents/GitHub/profile-extractor/src/nodes.py"", line 88, in fetch_html\n    response.raise_for_status()  # Raise HTTPError for bad responses (4xx or 5xx)\n  File ""/Users/colesummers/Documents/GitHub/profile-extractor/.venv/lib/python3.9/site-packages/requests/models.py"", line 1024, in raise_for_status\n    raise HTTPError(http_error_msg, response=self)\nrequests.exceptions.HTTPError: 404 Client Error: Not Found for url: https://www.uidaho.edu/extension/our-people/f-h/stephanie-hamblin\n'}",profile-thread-dc2c9208-4c5b-48df-9ef3-076c06fbb837
https://www.uidaho.edu/extension/our-people/f-h/kathyrn-hickok,Failed to fetch URL,"{'exception_type': 'HTTPError', 'message': '404 Client Error: Not Found for url: https://www.uidaho.edu/extension/our-people/f-h/kathyrn-hickok', 'status_code': 404, 'traceback': 'Traceback (most recent call last):\n  File ""/Users/colesummers/Documents/GitHub/profile-extractor/src/nodes.py"", line 88, in fetch_html\n    response.raise_for_status()  # Raise HTTPError for bad responses (4xx or 5xx)\n  File ""/Users/colesummers/Documents/GitHub/profile-extractor/.venv/lib/python3.9/site-packages/requests/models.py"", line 1024, in raise_for_status\n    raise HTTPError(http_error_msg, response=self)\nrequests.exceptions.HTTPError: 404 Client Error: Not Found for url: https://www.uidaho.edu/extension/our-people/f-h/kathyrn-hickok\n'}",profile-thread-1a0e4a1f-29b0-479b-a704-72a48e65fc74
https://www.uidaho.edu/cals/plant-sciences/our-people/pamela-hutchinson,Failed to fetch URL,"{'exception_type': 'HTTPError', 'message': '404 Client Error: Not Found for url: https://www.uidaho.edu/cals/plant-sciences/our-people/pamela-hutchinson', 'status_code': 404, 'traceback': 'Traceback (most recent call last):\n  File ""/Users/colesummers/Documents/GitHub/profile-extractor/src/nodes.py"", line 88, in fetch_html\n    response.raise_for_status()  # Raise HTTPError for bad responses (4xx or 5xx)\n  File ""/Users/colesummers/Documents/GitHub/profile-extractor/.venv/lib/python3.9/site-packages/requests/models.py"", line 1024, in raise_for_status\n    raise HTTPError(http_error_msg, response=self)\nrequests.exceptions.HTTPError: 404 Client Error: Not Found for url: https://www.uidaho.edu/cals/plant-sciences/our-people/pamela-hutchinson\n'}",profile-thread-3d492f1a-fbd0-4b52-98a4-1d7273de0eef
https://www.uidaho.edu/extension/our-people/a-b/cody-beus,Failed to fetch URL,"{'exception_type': 'HTTPError', 'message': '404 Client Error: Not Found for url: https://www.uidaho.edu/extension/our-people/a-b/cody-beus', 'status_code': 404, 'traceback': 'Traceback (most recent call last):\n  File ""/Users/colesummers/Documents/GitHub/profile-extractor/src/nodes.py"", line 88, in fetch_html\n    response.raise_for_status()  # Raise HTTPError for bad responses (4xx or 5xx)\n  File ""/Users/colesummers/Documents/GitHub/profile-extractor/.venv/lib/python3.9/site-packages/requests/models.py"", line 1024, in raise_for_status\n    raise HTTPError(http_error_msg, response=self)\nrequests.exceptions.HTTPError: 404 Client Error: Not Found for url: https://www.uidaho.edu/extension/our-people/a-b/cody-beus\n'}",profile-thread-0c74ff9b-20d9-4b01-bf93-0313a294ee82
https://www.uidaho.edu/extension/our-people/s-t/kimberly-tate,Failed to fetch URL,"{'exception_type': 'HTTPError', 'message': '404 Client Error: Not Found for url: https://www.uidaho.edu/extension/our-people/s-t/kimberly-tate', 'status_code': 404, 'traceback': 'Traceback (most recent call last):\n  File ""/Users/colesummers/Documents/GitHub/profile-extractor/src/nodes.py"", line 88, in fetch_html\n    response.raise_for_status()  # Raise HTTPError for bad responses (4xx or 5xx)\n  File ""/Users/colesummers/Documents/GitHub/profile-extractor/.venv/lib/python3.9/site-packages/requests/models.py"", line 1024, in raise_for_status\n    raise HTTPError(http_error_msg, response=self)\nrequests.exceptions.HTTPError: 404 Client Error: Not Found for url: https://www.uidaho.edu/extension/our-people/s-t/kimberly-tate\n'}",profile-thread-70002870-3999-4598-81bf-8ae3787f416c
https://www.uidaho.edu/extension/our-people/f-h/danielle-evans,Failed to fetch URL,"{'exception_type': 'HTTPError', 'message': '404 Client Error: Not Found for url: https://www.uidaho.edu/extension/our-people/f-h/danielle-evans', 'status_code': 404, 'traceback': 'Traceback (most recent call last):\n  File ""/Users/colesummers/Documents/GitHub/profile-extractor/src/nodes.py"", line 88, in fetch_html\n    response.raise_for_status()  # Raise HTTPError for bad responses (4xx or 5xx)\n  File ""/Users/colesummers/Documents/GitHub/profile-extractor/.venv/lib/python3.9/site-packages/requests/models.py"", line 1024, in raise_for_status\n    raise HTTPError(http_error_msg, response=self)\nrequests.exceptions.HTTPError: 404 Client Error: Not Found for url: https://www.uidaho.edu/extension/our-people/f-h/danielle-evans\n'}",profile-thread-1250aefe-7cfe-45a9-a144-e5bf979986e0
https://www.uidaho.edu/extension/our-people/l-o/alyssa-brotnov,Failed to fetch URL,"{'exception_type': 'HTTPError', 'message': '404 Client Error: Not Found for url: https://www.uidaho.edu/extension/our-people/l-o/alyssa-brotnov', 'status_code': 404, 'traceback': 'Traceback (most recent call last):\n  File ""/Users/colesummers/Documents/GitHub/profile-extractor/src/nodes.py"", line 88, in fetch_html\n    response.raise_for_status()  # Raise HTTPError for bad responses (4xx or 5xx)\n  File ""/Users/colesummers/Documents/GitHub/profile-extractor/.venv/lib/python3.9/site-packages/requests/models.py"", line 1024, in raise_for_status\n    raise HTTPError(http_error_msg, response=self)\nrequests.exceptions.HTTPError: 404 Client Error: Not Found for url: https://www.uidaho.edu/extension/our-people/l-o/alyssa-brotnov\n'}",profile-thread-e4df1dda-750b-43ff-99af-84fa18f71c68
https://www.uidaho.edu/cbe/our-people/accounting-mis-faculty/lela-pumphrey,Failed to fetch URL,"{'exception_type': 'HTTPError', 'message': '404 Client Error: Not Found for url: https://www.uidaho.edu/cbe/our-people/accounting-mis-faculty/lela-pumphrey', 'status_code': 404, 'traceback': 'Traceback (most recent call last):\n  File ""/Users/colesummers/Documents/GitHub/profile-extractor/src/nodes.py"", line 88, in fetch_html\n    response.raise_for_status()  # Raise HTTPError for bad responses (4xx or 5xx)\n  File ""/Users/colesummers/Documents/GitHub/profile-extractor/.venv/lib/python3.9/site-packages/requests/models.py"", line 1024, in raise_for_status\n    raise HTTPError(http_error_msg, response=self)\nrequests.exceptions.HTTPError: 404 Client Error: Not Found for url: https://www.uidaho.edu/cbe/our-people/accounting-mis-faculty/lela-pumphrey\n'}",profile-thread-54895e96-cebe-4c29-bbb5-cddf6e0274f7
